Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method,Customer Type,Sales Channel,Unit Cost,Total Cost,Profit
10212,2024-09-14,Beauty Products,The Ordinary Serum,3,26.19,78.57,Asia,Debit Card,VIP,Online,17.93,53.79,24.78
10213,2024-09-15,Books,Atomic Habits,6,20.16,120.96,South America,PayPal,New,Online,11.79,70.74,50.22
10214,2024-09-17,Books,Atomic Habits,13,20.17,262.21,South America,Debit Card,New,Store,13.05,169.65,92.56
10215,2024-09-18,Home Appliances,Dyson V11 Vacuum,14,521.63,7302.82,South America,PayPal,Returning,Store,342.03,4788.42,2514.4
10216,2024-09-19,Home Appliances,Dyson V11 Vacuum,7,507.93,3555.51,Europe,PayPal,New,Online,355.39,2487.73,1067.78
10217,2024-09-20,Clothing,Levi's 501 Jeans,2,67.65,135.3,Australia,PayPal,New,Store,50.42,100.84,34.46
10218,2024-09-21,Books,Atomic Habits,12,19.51,234.12,Australia,Bank Transfer,Returning,Store,15.09,181.08,53.04
10219,2024-09-23,Beauty Products,The Ordinary Serum,1,26.1,26.1,North America,Bank Transfer,Returning,Online,17.12,17.12,8.98
10220,2024-09-24,Clothing,Nike Air Max,1,152.7,152.7,North America,Credit Card,Returning,Mobile App,107.18,107.18,45.52
10221,2024-09-25,Electronics,Sony WH-1000XM5,8,348.79,2790.32,Asia,UPI,New,Mobile App,192.35,1538.8,1251.52
10222,2024-09-26,Beauty Products,The Ordinary Serum,6,25.15,150.9,South America,Credit Card,Returning,Online,15.67,94.02,56.88
10223,2024-09-28,Electronics,Sony WH-1000XM5,9,366.28,3296.52,South America,Bank Transfer,New,Store,296.75,2670.75,625.77
10224,2024-09-29,Beauty Products,The Ordinary Serum,14,24.68,345.52,Europe,Bank Transfer,Returning,Store,14.25,199.5,146.02
10225,2024-09-30,Clothing,Nike Air Max,15,151.6,2274.0,Australia,PayPal,New,Online,100.78,1511.7,762.3
10226,2024-10-01,Beauty Products,Neutrogena Skincare Set,12,93.03,1116.36,South America,PayPal,VIP,Online,58.31,699.72,416.64
10227,2024-10-02,Beauty Products,The Ordinary Serum,8,24.9,199.2,Asia,Credit Card,Returning,Online,18.33,146.64,52.56
10228,2024-10-04,Books,Atomic Habits,10,19.07,190.7,Australia,Debit Card,New,Online,12.87,128.7,62.0
10229,2024-10-05,Clothing,Levi's 501 Jeans,3,68.9,206.7,Asia,Bank Transfer,New,Mobile App,39.7,119.1,87.6
10230,2024-10-06,Home Appliances,Dyson V11 Vacuum,15,479.03,7185.45,Australia,Bank Transfer,Returning,Online,347.75,5216.25,1969.2
10231,2024-10-07,Electronics,Samsung Galaxy S24,7,858.22,6007.54,Europe,Bank Transfer,VIP,Online,595.9,4171.3,1836.24
10232,2024-10-08,Electronics,Sony WH-1000XM5,11,343.05,3773.55,Europe,Credit Card,VIP,Mobile App,272.32,2995.52,778.03
10233,2024-10-10,Beauty Products,Neutrogena Skincare Set,2,86.03,172.06,Australia,Credit Card,Returning,Mobile App,66.71,133.42,38.64
10234,2024-10-11,Beauty Products,Neutrogena Skincare Set,9,89.07,801.63,Australia,Credit Card,VIP,Online,59.69,537.21,264.42
10235,2024-10-12,Books,Atomic Habits,3,19.56,58.68,North America,Credit Card,VIP,Store,15.85,47.55,11.13
10236,2024-10-13,Clothing,Levi's 501 Jeans,13,73.32,953.16,Europe,Bank Transfer,New,Mobile App,57.0,741.0,212.16
10237,2024-10-15,Electronics,MacBook Air M2,9,1104.77,9942.93,Europe,Bank Transfer,Returning,Online,875.76,7881.84,2061.09
10238,2024-10-16,Home Appliances,Philips Air Fryer,7,128.51,899.57,North America,PayPal,New,Online,83.23,582.61,316.96
10239,2024-10-17,Clothing,Levi's 501 Jeans,12,69.61,835.32,Australia,UPI,New,Online,55.78,669.36,165.96
10240,2024-10-18,Beauty Products,Neutrogena Skincare Set,4,94.27,377.08,Europe,Debit Card,VIP,Mobile App,57.42,229.68,147.4
10241,2024-10-19,Electronics,iPhone 14 Pro,4,954.9,3819.6,Australia,Credit Card,New,Store,564.8,2259.2,1560.4
10242,2024-10-21,Home Appliances,Dyson V11 Vacuum,14,501.85,7025.9,South America,PayPal,Returning,Store,360.84,5051.76,1974.14
10243,2024-10-22,Clothing,Nike Air Max,13,156.72,2037.36,North America,Credit Card,New,Online,100.92,1311.96,725.4
10244,2024-10-23,Clothing,Nike Air Max,15,148.16,2222.4,North America,Debit Card,New,Online,112.32,1684.8,537.6
10245,2024-10-24,Electronics,Sony WH-1000XM5,10,356.04,3560.4,Australia,PayPal,Returning,Online,237.62,2376.2,1184.2
10246,2024-10-26,Books,The Da Vinci Code,15,15.49,232.35,Asia,Debit Card,Returning,Store,8.97,134.55,97.8
10247,2024-10-27,Beauty Products,The Ordinary Serum,7,26.23,183.61,Asia,Debit Card,New,Online,17.87,125.09,58.52
10248,2024-10-28,Books,The Da Vinci Code,9,15.56,140.04,South America,Credit Card,VIP,Online,11.24,101.16,38.88
10249,2024-10-29,Home Appliances,Philips Air Fryer,14,129.67,1815.38,Australia,Bank Transfer,Returning,Mobile App,73.43,1028.02,787.36
10250,2024-10-30,Beauty Products,Neutrogena Skincare Set,7,91.23,638.61,South America,UPI,New,Store,71.27,498.89,139.72
10251,2024-11-01,Books,Atomic Habits,11,20.91,230.01,Asia,Debit Card,Returning,Store,13.59,149.49,80.52
10252,2024-11-02,Electronics,iPhone 14 Pro,12,995.96,11951.52,Asia,UPI,New,Online,605.73,7268.76,4682.76
10253,2024-11-03,Home Appliances,Dyson V11 Vacuum,10,512.35,5123.5,South America,PayPal,New,Mobile App,405.56,4055.6,1067.9
10254,2024-11-04,Books,Atomic Habits,3,19.39,58.17,Europe,Debit Card,VIP,Mobile App,12.19,36.57,21.6
10255,2024-11-06,Electronics,Sony WH-1000XM5,11,338.62,3724.82,South America,Debit Card,New,Online,218.94,2408.34,1316.48
10256,2024-11-07,Electronics,Sony WH-1000XM5,5,336.95,1684.75,Australia,UPI,New,Online,235.38,1176.9,507.85
10257,2024-11-08,Electronics,Sony WH-1000XM5,12,358.67,4304.04,Europe,Debit Card,Returning,Online,276.2,3314.4,989.64
10258,2024-11-09,Home Appliances,Dyson V11 Vacuum,6,483.81,2902.86,Europe,PayPal,New,Mobile App,327.16,1962.96,939.9
10259,2024-11-10,Electronics,Sony WH-1000XM5,5,342.04,1710.2,North America,Debit Card,New,Online,200.21,1001.05,709.15
10260,2024-11-12,Beauty Products,Neutrogena Skincare Set,4,92.36,369.44,Europe,Debit Card,Returning,Mobile App,73.99,295.96,73.48
10261,2024-11-13,Clothing,Nike Air Max,15,151.69,2275.35,Australia,Bank Transfer,Returning,Online,119.87,1798.05,477.3
10262,2024-11-14,Books,Atomic Habits,2,19.02,38.04,Asia,Debit Card,New,Store,12.91,25.82,12.22
10263,2024-11-15,Books,Atomic Habits,9,20.66,185.94,South America,PayPal,Returning,Mobile App,11.97,107.73,78.21
10264,2024-11-17,Books,Atomic Habits,15,20.74,311.1,North America,PayPal,New,Online,16.39,245.85,65.25
10265,2024-11-18,Books,Atomic Habits,10,20.87,208.7,Australia,Debit Card,New,Online,13.42,134.2,74.5
10266,2024-11-19,Electronics,Sony WH-1000XM5,3,334.52,1003.56,South America,Debit Card,Returning,Store,269.73,809.19,194.37
10267,2024-11-20,Books,The Da Vinci Code,3,15.47,46.41,Australia,PayPal,VIP,Online,11.9,35.7,10.71
10268,2024-11-21,Electronics,MacBook Air M2,11,1134.58,12480.38,Australia,PayPal,VIP,Online,696.09,7656.99,4823.39
10269,2024-11-23,Electronics,iPhone 14 Pro,7,993.24,6952.68,South America,UPI,Returning,Online,614.14,4298.98,2653.7
10270,2024-11-24,Books,The Da Vinci Code,13,15.53,201.89,Asia,Debit Card,VIP,Online,8.56,111.28,90.61
10271,2024-11-25,Electronics,Sony WH-1000XM5,4,350.65,1402.6,South America,Credit Card,New,Store,269.54,1078.16,324.44
10272,2024-11-26,Electronics,Samsung Galaxy S24,6,871.99,5231.94,Asia,Debit Card,Returning,Mobile App,525.62,3153.72,2078.22
10273,2024-11-28,Clothing,Levi's 501 Jeans,10,71.32,713.2,North America,Debit Card,New,Mobile App,58.15,581.5,131.7
10274,2024-11-29,Electronics,iPhone 14 Pro,4,1022.97,4091.88,Australia,Credit Card,Returning,Online,771.05,3084.2,1007.68
10275,2024-11-30,Electronics,Sony WH-1000XM5,3,348.72,1046.16,North America,UPI,VIP,Mobile App,219.05,657.15,389.01
10276,2024-12-01,Clothing,Nike Air Max,4,146.6,586.4,Europe,Credit Card,VIP,Online,90.71,362.84,223.56
10277,2024-12-02,Beauty Products,The Ordinary Serum,4,25.86,103.44,Europe,Credit Card,New,Store,17.01,68.04,35.4
10278,2024-12-04,Home Appliances,Philips Air Fryer,12,126.23,1514.76,South America,Bank Transfer,Returning,Online,100.69,1208.28,306.48
10279,2024-12-05,Clothing,Levi's 501 Jeans,1,72.56,72.56,North America,UPI,Returning,Online,45.9,45.9,26.66
10280,2024-12-06,Electronics,Samsung Galaxy S24,12,939.46,11273.52,Australia,Debit Card,VIP,Store,701.46,8417.52,2856.0
10281,2024-12-07,Beauty Products,The Ordinary Serum,12,25.79,309.48,South America,PayPal,New,Online,19.4,232.8,76.68
10282,2024-12-09,Electronics,MacBook Air M2,8,1100.57,8804.56,Australia,PayPal,Returning,Mobile App,778.45,6227.6,2576.96
10283,2024-12-10,Books,Atomic Habits,4,20.46,81.84,Europe,Debit Card,New,Mobile App,15.0,60.0,21.84
10284,2024-12-11,Home Appliances,Philips Air Fryer,15,132.87,1993.05,North America,Bank Transfer,New,Store,106.01,1590.15,402.9
10285,2024-12-12,Clothing,Nike Air Max,8,157.29,1258.32,Asia,Debit Card,VIP,Online,90.49,723.92,534.4
10286,2024-12-13,Clothing,Levi's 501 Jeans,12,69.17,830.04,Asia,Bank Transfer,New,Mobile App,56.35,676.2,153.84
10287,2024-12-15,Electronics,Sony WH-1000XM5,6,353.71,2122.26,Australia,Bank Transfer,New,Online,257.43,1544.58,577.68
10288,2024-12-16,Beauty Products,The Ordinary Serum,11,25.15,276.65,Asia,Credit Card,New,Mobile App,17.2,189.2,87.45
10289,2024-12-17,Books,Atomic Habits,1,19.78,19.78,Australia,Credit Card,Returning,Online,15.93,15.93,3.85
10290,2024-12-18,Clothing,Levi's 501 Jeans,13,71.71,932.23,Europe,PayPal,Returning,Mobile App,56.59,735.67,196.56
10291,2024-12-20,Books,Atomic Habits,4,19.45,77.8,Europe,Bank Transfer,Returning,Store,10.84,43.36,34.44
10292,2024-12-21,Home Appliances,Dyson V11 Vacuum,12,501.57,6018.84,North America,Debit Card,Returning,Online,340.34,4084.08,1934.76
10293,2024-12-22,Electronics,iPhone 14 Pro,14,1031.16,14436.24,Australia,Debit Card,New,Mobile App,664.46,9302.44,5133.8
10294,2024-12-23,Electronics,Sony WH-1000XM5,14,364.76,5106.64,Australia,Credit Card,New,Online,233.33,3266.62,1840.02
10295,2024-12-24,Electronics,Sony WH-1000XM5,2,334.99,669.98,North America,Credit Card,New,Mobile App,273.77,547.54,122.44
10296,2024-12-26,Books,The Da Vinci Code,9,16.43,147.87,Asia,Bank Transfer,Returning,Store,11.84,106.56,41.31
10297,2024-12-27,Beauty Products,The Ordinary Serum,11,24.86,273.46,North America,Debit Card,New,Mobile App,16.0,176.0,97.46
10298,2024-12-28,Books,Atomic Habits,4,19.3,77.2,South America,Bank Transfer,New,Store,11.9,47.6,29.6
10299,2024-12-29,Clothing,Nike Air Max,13,143.66,1867.58,Europe,PayPal,New,Store,108.69,1412.97,454.61
10300,2024-12-31,Clothing,Nike Air Max,14,146.92,2056.88,Europe,PayPal,Returning,Store,103.37,1447.18,609.7
